9.974240652971867460e-01,8.823059746062710262e-01,-8.671918816042230027e-01,-5.157270779154095042e-01,-2.367118427352693788e-01,4.505966659320491674e-01,-8.461013576297250482e-01
5.387276621844706570e-01,-2.551557432373783296e-01,-1.812837358633725693e-01,6.074009662892220218e-01,5.413470540515668006e-01,-6.366067692179342430e-01,4.378935469966525607e-01
-9.104728167805549166e-01,9.335433071424722451e-01,5.655255434344229615e-01,-3.741784413582967539e-01,8.678406099654732975e-01,-6.263315337076356126e-01,4.636092671929473719e-01
4.698712219187139993e-01,9.643810839953060876e-01,-4.705181934146642209e-01,1.622019445744450616e-01,5.748836901651158682e-01,2.919627447603844739e-01,-9.681760774171299655e-01
1.753563065812473176e-01,-2.998809029419857164e-01,-7.018484709185360826e-01,-7.919310178983826054e-01,-3.067322310840644994e-01,7.501385031069679465e-01,5.081876254484875011e-01
-4.831244892649645406e-01,-8.141250748204029719e-01,4.662119976619296668e-01,6.970080448698493525e-01,4.969419572868166712e-01,9.003835245291375716e-03,-4.582647776832051711e-01
7.219722509681972822e-01,-3.155247301804252613e-01,-1.282068572319378374e-01,9.262898254680380639e-01,-6.506945082159339977e-01,-7.479041453036129328e-01,-8.295668194506526649e-02
9.149090479776543772e-01,7.064871275090470193e-02,-3.427420486326976934e-01,7.366447875919849286e-01,6.646415064299213693e-01,8.588111692324499336e-01,2.809119174521418349e-01
-6.150725628760911334e-01,-7.309396847841118094e-02,6.485562722249897660e-02,9.581518631266072727e-01,3.403657941027630196e-01,3.083784994485366804e-01,-6.083794335185687130e-01
5.876159024065283898e-01,-3.842939859527916835e-01,8.269270584481581698e-01,-5.685450994022651638e-01,5.140091414041689927e-02,9.148617494747157686e-01,-7.066526784546814932e-01
5.103158309132457271e-01,-5.389352047352873321e-01,-7.122269804457674880e-01,1.484286880003657660e-01,-2.084117243649774021e-01,2.405634104776668003e-01,4.870407722140298046e-01
-7.176505284042231647e-01,-7.013896105560107896e-01,9.685699946424315421e-01,-2.534761117452685175e-01,-4.155987828339455237e-01,-5.656505272528697392e-02,-7.792055332321807803e-01
2.250737851162159242e-01,-7.018738155697131775e-01,4.250368944298109075e-01
1.085252386451406315e-01,9.045584653656552065e-01,5.833274631927477527e-01
-6.237411681309525946e-01,1.831737661546199158e-01,-8.684935069538765040e-01
-4.037248760792976343e-01,8.477032918853717458e-01,-1.045674938502978886e-02
1.705093884570735574e-01,-5.455524599402215014e-01,1.689693567768072169e-01
6.391836479576062935e-01,-7.049035484023843390e-01,4.381169766799739573e-01
-1.201780925279120199e-01,8.175105169005347783e-01,-9.000185006936315402e-01
