9.766797590478486502e-01,8.813761511987657782e-01,-8.742844158965127344e-01,-5.123773732524296021e-01,-2.457623922979152720e-01,4.524043381930749064e-01,-8.328567082094141538e-01
5.390272471696552214e-01,-2.523618136026047898e-01,-1.788898160906274293e-01,6.061251278258752428e-01,5.380715868288905579e-01,-6.360419241157819759e-01,4.364140050059464593e-01
-9.002462384482197155e-01,9.373033687741759712e-01,5.610398600524508783e-01,-3.710058300315878244e-01,8.830556118212617989e-01,-6.256119555663203213e-01,4.664484263365744621e-01
4.731593432807176258e-01,9.679955025318248696e-01,-4.772445420003293970e-01,1.621417279372872333e-01,5.672439588229634122e-01,2.966571519531387424e-01,-9.662783344145803310e-01
1.762379244999060512e-01,-3.010648416703194941e-01,-7.060298231428199234e-01,-7.947215588484620730e-01,-2.935982315607282844e-01,7.784692093712654026e-01,5.134610211772607791e-01
-4.870428500798432148e-01,-8.168238446027173971e-01,4.606532704920743848e-01,6.949343177954696582e-01,5.014877273001229208e-01,9.935581492979869353e-03,-4.513019998863750382e-01
7.247023974395662149e-01,-3.140651350934122177e-01,-1.267638777956749396e-01,9.145255395562751355e-01,-6.669959969888623608e-01,-7.319371202558641043e-01,-8.231765772467228293e-02
9.140803338436442882e-01,7.132411600802686380e-02,-3.362764568612990335e-01,7.467003235531527450e-01,6.684941320823828415e-01,8.450844990918722210e-01,2.807090656877863633e-01
-6.067281635388473982e-01,-7.607880998606458833e-02,6.358233630293613770e-02,9.502212865796054730e-01,3.441810020710158180e-01,3.091832801713463863e-01,-6.137557955505692497e-01
5.863439615628895929e-01,-3.826496038978187686e-01,8.257067574173775348e-01,-5.742079594744370352e-01,5.146981557265715990e-02,9.201069845526781421e-01,-7.010679767916193628e-01
5.075907405404125328e-01,-5.388003693470438948e-01,-7.061434344072872182e-01,1.500214946041197872e-01,-2.082365706008882655e-01,2.398036171652487836e-01,4.750474452006861470e-01
-7.215685085430358914e-01,-7.090863905128554912e-01,9.728898887372695592e-01,-2.535821738120896396e-01,-4.089764013598863879e-01,-5.678947343093843081e-02,-7.756360831540449752e-01
2.235007973634789147e-01,-7.064523476773117983e-01,4.159927744342638012e-01
1.062562548733466949e-01,9.091296191326705411e-01,5.738128581230541592e-01
-6.276034968093091582e-01,1.855981572560795323e-01,-8.524685593763127178e-01
-3.975406808679386450e-01,8.314624487929245245e-01,-9.772567087327774585e-03
1.684710730141575075e-01,-5.526802890033213345e-01,1.700352441849241891e-01
6.489486301620158715e-01,-7.042214586871785587e-01,4.407958362122809115e-01
-1.216645631208725237e-01,8.188245186612981286e-01,-8.924514437808035439e-01
